INSTNM,latitude,longitude,STABBR,ADM_RATE_ALL,SAT_AVG_ALL,UGDS,NPT4_PUB,NPT4_PRIV,C150_4,PCTFLOAN,PCTPELL,PPTUG_EF
All-State Career School-Lester,39.8682,-75.2807,PA,0.7167,1048.0,343.0,8792.0,12297.0,0.46545000000000003,0.5969,0.7055,0.0
Community College of Allegheny County,40.4506,-80.0186,PA,0.7167,1048.0,17098.0,6408.0,18259.0,0.46545000000000003,0.2321,0.4124,0.6356
Allegheny College,41.6481,-80.1469,PA,0.6487,1182.0,2126.0,8792.0,25147.0,0.7917,0.6808,0.2621,0.0042
The Vision Academy,40.6259,-75.4268,PA,0.7167,1048.0,59.0,8792.0,14860.0,0.46545000000000003,0.9444,0.9444,0.0
DeSales University,40.5401,-75.3765,PA,0.758,1069.0,2482.0,8792.0,27080.0,0.7033,0.6649,0.2666,0.2603
Altoona Beauty School Inc,40.5018,-78.3873,PA,0.7167,1048.0,68.0,8792.0,7234.0,0.46545000000000003,0.7576,0.5758,0.5147
Alvernia University,40.3102,-75.9382,PA,0.7762,976.0,2169.0,8792.0,26227.0,0.5132,0.6131,0.346,0.2084
Magnolia School,40.1543,-75.2222,PA,0.7167,1048.0,106.0,8792.0,17730.0,0.46545000000000003,0.4924,0.4365,0.2642
Antonelli Institute,40.0908,-75.2091,PA,0.7167,1048.0,189.0,8792.0,26085.0,0.46545000000000003,0.8506,0.4885,0.0
The Art Institutes of York-PA,39.9923,-76.6636,PA,0.7167,1048.0,462.0,8792.0,25658.0,0.6333,0.9025,0.556,0.3009
The Art Institute of Philadelphia,39.9511,-75.1677,PA,0.7167,1048.0,2494.0,8792.0,26995.0,0.2999,0.877,0.5903,0.3921
Career Training Academy-New Kensington,40.5629,-79.7641,PA,0.7167,1048.0,163.0,8792.0,11500.0,0.46545000000000003,0.6386,0.6386,0.0
The Art Institute of Pittsburgh,40.4375,-79.9995,PA,0.7167,1048.0,1544.0,8792.0,27113.0,0.3895,0.8517,0.585,0.2636
Automotive Training Center-Exton,40.0578,-75.6444,PA,0.7167,1048.0,354.0,8792.0,11649.0,0.46545000000000003,0.7195,0.6031,0.1299
Baptist Bible College & Seminary of Pennsylvania,41.4962,-75.6836,PA,0.8576,1016.0,606.0,8792.0,17883.0,0.4969,0.5092,0.5277,0.368
Community College of Beaver County,40.6548,-80.3053,PA,0.7167,1048.0,2030.0,7903.0,18259.0,0.46545000000000003,0.3789,0.4141,0.5128
Arcadia University,40.0919,-75.1652,PA,0.5969,1095.0,2400.0,8792.0,24572.0,0.605,0.7796,0.337,0.0588
Biblical Theological Seminary,40.2814,-75.3039,PA,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Bidwell Training Center Inc,40.4584,-80.0328,PA,0.8649,1048.0,159.0,8792.0,12799.0,0.46545000000000003,0.0,0.1473,0.0
Bloomsburg University of Pennsylvania,41.008,-76.4464,PA,0.8856,990.0,9245.0,18639.0,18259.0,0.6182,0.6848,0.3037,0.0508
Bradford School,40.4329,-80.0037,PA,0.8844,1048.0,439.0,8792.0,16786.0,0.46545000000000003,0.9419,0.6903,0.0
Bryn Mawr College,40.0285,-75.315,PA,0.3992,1334.0,1316.0,8792.0,27386.0,0.8409,0.4667,0.1861,0.0038
Bucknell University,40.9545,-76.8863,PA,0.2951,1306.0,3498.0,8792.0,33419.0,0.9076,0.4098,0.1061,0.0029
Bucks County Community College,40.2391,-74.9658,PA,0.7167,1048.0,9347.0,9025.0,18259.0,0.46545000000000003,0.1634,0.2352,0.6535
Buck's County School of Beauty Culture Inc,40.1644,-75.0064,PA,0.7167,1048.0,89.0,8792.0,4142.0,0.46545000000000003,0.5607,0.3645,0.1236
Butler Beauty Academy,40.858,-79.895,PA,0.7167,1048.0,52.0,8792.0,16440.0,0.46545000000000003,0.4487,0.2949,0.0
Butler County Community College,40.83,-79.9111,PA,0.7167,1048.0,3286.0,4298.0,18259.0,0.46545000000000003,0.2355,0.3661,0.5113
Cabrini College,40.0546,-75.3722,PA,0.7428,896.0,1286.0,8792.0,24277.0,0.4561,0.625,0.308,0.0451
California University of Pennsylvania,40.0665,-79.8845,PA,0.9269,964.0,6393.0,18655.0,18259.0,0.4976,0.7454,0.3803,0.1181
Calvary Baptist Theological Seminary,40.2318,-75.3135,PA,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Cambria-Rowe Business College-Johnstown,40.3037,-78.9108,PA,0.7167,1048.0,142.0,8792.0,13589.0,0.46545000000000003,0.8217,0.7597,0.007
Carlow University,40.4399,-79.9639,PA,0.9522,946.0,1496.0,8792.0,18616.0,0.6231,0.6302,0.356,0.2881
Carnegie Mellon University,40.4446,-79.9429,PA,0.2549,1432.0,5834.0,8792.0,33386.0,0.8799,0.3964,0.137,0.019
Cedar Crest College,40.5867,-75.5198,PA,0.588,948.0,1252.0,8792.0,19156.0,0.5991,0.8337,0.4253,0.4888
Central Penn College,40.3049,-76.9345,PA,0.7167,1048.0,1277.0,8792.0,18032.0,0.4545,0.7955,0.5639,0.5004
Chatham University,40.4484,-79.9261,PA,0.6077,1048.0,616.0,8792.0,21032.0,0.5029,0.5683,0.2928,0.1347
Chestnut Hill College,40.087,-75.2288,PA,0.5785,960.0,1510.0,8792.0,23085.0,0.4188,0.833,0.4915,0.2285
Cheyney University of Pennsylvania,39.9323,-75.5294,PA,0.7167,1048.0,1178.0,14176.0,18259.0,0.2482,0.8636,0.7696,0.0543
Kaplan Career Institute-Franklin Mills,40.0901,-74.9647,PA,0.7167,1048.0,718.0,8792.0,21478.0,0.46545000000000003,0.3353,0.417,0.0
Citizens School of Nursing,40.5615,-79.7665,PA,0.7167,1048.0,181.0,8792.0,18259.0,0.46545000000000003,0.9063,0.4792,0.0
Clarion University of Pennsylvania,41.2097,-79.3748,PA,0.9348,915.0,5046.0,16613.0,18259.0,0.5286,0.7167,0.388,0.1336
YTI Career Institute-Capital Region,40.1939,-76.9759,PA,0.7167,1048.0,109.0,8792.0,5504.0,0.46545000000000003,0.7837,0.627,0.0
Conemaugh Valley Memorial Hospital,40.3053,-78.9189,PA,1.0,1048.0,231.0,8792.0,18259.0,0.46545000000000003,0.6901,0.3521,0.0736
Consolidated School of Business-York,39.9852,-76.7574,PA,0.7167,1048.0,107.0,8792.0,10668.0,0.46545000000000003,0.8706,0.8824,0.0374
Curtis Institute of Music,39.9485,-75.1701,PA,0.0484,1048.0,122.0,8792.0,2584.0,1.0,0.464,0.16,0.0
Dean Institute of Technology,40.41,-80.0157,PA,0.7167,1048.0,163.0,8792.0,20419.0,0.46545000000000003,0.8323,0.7425,0.2883
Delaware County Community College,39.9667,-75.3931,PA,0.7167,1048.0,13198.0,8548.0,18259.0,0.46545000000000003,0.3291,0.2889,0.633
Delaware Valley College,40.2976,-75.1582,PA,0.6834,1005.0,1774.0,8792.0,25640.0,0.5684,0.7023,0.274,0.0941
Dickinson College,40.2028,-77.1979,PA,0.4444,1285.0,2352.0,8792.0,29678.0,0.8562,0.4329,0.1215,0.0055
The Dickinson School of Law of the Pennsylvania State University,40.1994,-77.1978,PA,0.6488,1087.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Douglas Education Center,40.1617,-79.8883,PA,0.7167,1048.0,271.0,8792.0,27384.0,0.46545000000000003,0.6873,0.5483,0.0295
Drexel University,39.9549,-75.1887,PA,0.815,1197.0,16257.0,8792.0,33742.0,0.6951,0.5641,0.2021,0.1446
Du Bois Business College-Du Bois,41.1247,-78.756,PA,0.7167,1048.0,122.0,8792.0,15285.0,0.46545000000000003,0.8,0.775,0.0984
Everest Institute-Pittsburgh,40.4409,-80.0037,PA,0.7167,1048.0,600.0,8792.0,18000.0,0.46545000000000003,0.6348,0.7611,0.2333
Duquesne University,40.4375,-79.993,PA,0.7409,1122.0,5944.0,8792.0,26577.0,0.7688,0.6763,0.2023,0.035
East Stroudsburg University of Pennsylvania,40.9962,-75.1726,PA,0.7844,946.0,6109.0,16638.0,18259.0,0.5604,0.65,0.3029,0.1062
Eastern University,40.0523,-75.3703,PA,0.6409,1041.0,2458.0,8792.0,22462.0,0.5466,0.7542,0.4091,0.1558
Edinboro University of Pennsylvania,41.87,-80.1264,PA,0.8735,930.0,5756.0,15474.0,18259.0,0.4175,0.7777,0.4558,0.0764
Elizabethtown College,40.1504,-76.5942,PA,0.6957,1117.0,1808.0,8792.0,26207.0,0.7741,0.7321,0.2175,0.0066
Empire Beauty School-State College,40.7874,-77.856,PA,0.7167,1048.0,39.0,8792.0,13484.0,0.46545000000000003,0.6351,0.5676,0.0
Empire Beauty School-Lebanon,40.3119,-76.4247,PA,0.7167,1048.0,31.0,8792.0,14478.0,0.46545000000000003,0.6719,0.5,0.0
Empire Beauty School-York,39.973,-76.6747,PA,0.7167,1048.0,135.0,8792.0,14627.0,0.46545000000000003,0.627,0.6107,0.3037
Empire Beauty School-Lancaster,40.0383,-76.3541,PA,0.7167,1048.0,112.0,8792.0,13772.0,0.46545000000000003,0.5618,0.5618,0.2589
Empire Beauty School-Williamsport,41.2493,-76.9668,PA,0.7167,1048.0,46.0,8792.0,14164.0,0.46545000000000003,0.6512,0.593,0.0652
Empire Beauty School-Shamokin Dam,40.8557,-76.8185,PA,0.7167,1048.0,50.0,8792.0,13487.0,0.46545000000000003,0.5287,0.4943,0.0
Empire Beauty School-Pottsville,40.6875,-76.1966,PA,0.7167,1048.0,57.0,8792.0,12931.0,0.46545000000000003,0.7209,0.6977,0.0
Empire Beauty School-Lehigh Valley,40.6301,-75.4855,PA,0.7167,1048.0,142.0,8792.0,14270.0,0.46545000000000003,0.6,0.6227,0.2746
Empire Beauty School-Gwinnett,33.9398,-84.1239,GA,0.7167,1048.0,169.0,8792.0,13990.0,0.46545000000000003,0.7215,0.7764,0.213
Empire Beauty School-Wyoming Valley,41.3741,-75.7,PA,0.7167,1048.0,182.0,8792.0,14052.0,0.46545000000000003,0.5673,0.5321,0.2308
Empire Beauty School-Warminster,40.2021,-75.1003,PA,0.7167,1048.0,74.0,8792.0,14459.0,0.46545000000000003,0.5496,0.4885,0.2838
Empire Beauty School-Harrisburg,40.2936,-76.8294,PA,0.7167,1048.0,164.0,8792.0,14265.0,0.46545000000000003,0.5985,0.5803,0.25
Empire Beauty School-Reading,40.3701,-75.9256,PA,0.7167,1048.0,104.0,8792.0,14961.0,0.46545000000000003,0.5775,0.5728,0.3558
Erie Business Center-Erie,42.1248,-80.0889,PA,0.9514,1048.0,208.0,8792.0,8505.0,0.46545000000000003,0.903,0.8481,0.4135
Erie Institute of Technology Inc,42.0674,-80.094,PA,0.7167,1048.0,216.0,8792.0,15797.0,0.46545000000000003,0.8729,0.75,0.0
Evangelical Theological Seminary,40.373,-76.3063,PA,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Faith Theological Seminary,38.8943,-86.4523,MD,0.7167,1048.0,236.0,8792.0,18259.0,0.3143,0.0385,0.0769,0.0339
Aria Health School of Nursing,40.0204,-75.083,PA,0.875,995.0,208.0,8792.0,18496.0,0.46545000000000003,0.9333,0.6462,0.0
Franklin and Marshall College,40.048,-76.319,PA,0.3931,1048.0,2262.0,8792.0,27461.0,0.8735,0.4034,0.1416,0.0027
Gannon University,42.1261,-80.0863,PA,0.8042,1050.0,2697.0,8792.0,20333.0,0.6508,0.6779,0.3185,0.0541
Geneva College,40.7735,-80.3525,PA,0.6802,1070.0,1532.0,8792.0,20378.0,0.6695,0.9085,0.3866,0.0379
Gettysburg College,39.8361,-77.235,PA,0.4163,1282.0,2520.0,8792.0,24361.0,0.8357,0.5473,0.1404,0.0028
Empire Beauty School-Exton,40.0243,-75.649,PA,0.7167,1048.0,90.0,8792.0,13961.0,0.46545000000000003,0.6176,0.5294,0.2
Empire Beauty School-Laurel Springs,39.8053,-75.03,NJ,0.7167,1048.0,141.0,8792.0,14984.0,0.46545000000000003,0.7328,0.6552,0.2482
Empire Beauty School-NE Philadelphia,40.085,-74.9718,PA,0.7167,1048.0,211.0,8792.0,15160.0,0.46545000000000003,0.5739,0.5881,0.237
Gratz College,40.0658,-75.133,PA,0.7167,1048.0,9.0,8792.0,18259.0,0.46545000000000003,0.0811,0.0541,1.0
Gwynedd Mercy University,40.1976,-75.2381,PA,0.6591,944.0,2031.0,8792.0,23673.0,0.6598,0.7278,0.3351,0.0886
Harcum College,40.0221,-75.3139,PA,0.6836,1048.0,1603.0,8792.0,22569.0,0.46545000000000003,0.7971,0.5941,0.3525
Harrisburg Area Community College-Harrisburg,40.2983,-76.8863,PA,0.7167,1048.0,13321.0,10662.0,18259.0,0.46545000000000003,0.5222,0.4253,0.7074
Haverford College,40.0134,-75.3026,PA,0.2349,1400.0,1187.0,8792.0,18853.0,0.9333,0.2033,0.1502,0.0
Commonwealth Technical Institute,40.3043,-78.9479,PA,0.7167,1048.0,206.0,8792.0,25810.0,0.46545000000000003,0.0,0.5546,0.0146
Holy Family University,40.0604,-74.9904,PA,0.7585,933.0,2018.0,8792.0,15323.0,0.5461,0.7181,0.3558,0.2592
Hussian School of Art,39.9529,-75.1473,PA,0.481,1048.0,86.0,8792.0,17616.0,0.46545000000000003,0.7857,0.5612,0.0
Kaplan Career Institute-Pittsburgh,40.4375,-80.0024,PA,0.7167,1048.0,557.0,8792.0,18273.0,0.46545000000000003,0.6365,0.5661,0.0
Immaculata University,40.028,-75.5706,PA,0.7964,943.0,2452.0,8792.0,29018.0,0.4828,0.5862,0.2234,0.5175
Indiana University of Pennsylvania-Main Campus,40.6156,-79.1599,PA,0.9049,973.0,12405.0,19006.0,18259.0,0.5119,0.7292,0.362,0.0418
Jameson Health System,41.0134,-80.3518,PA,0.7167,1048.0,71.0,8792.0,18259.0,0.46545000000000003,0.7105,0.5,0.0
Great Lakes Institute of Technology,42.0795,-80.0918,PA,0.7167,1048.0,453.0,8792.0,11556.0,0.46545000000000003,0.9566,0.7669,0.0
Jolie Hair and Beauty Academy-Wilkes-Barre,41.2434,-75.8738,PA,0.7167,1048.0,193.0,8792.0,13373.0,0.46545000000000003,0.6642,0.6496,0.2383
Johnson College,41.4504,-75.6425,PA,0.329,1018.0,427.0,8792.0,18106.0,0.46545000000000003,0.8075,0.5288,0.0515
Juniata College,40.4995,-78.0152,PA,0.7409,1048.0,1503.0,8792.0,24614.0,0.7507,0.6893,0.2176,0.002
Keystone College,41.559,-75.7775,PA,0.7205,901.0,1550.0,8792.0,14554.0,0.4221,0.6641,0.4479,0.1594
Anthem Institute-Springfield,39.9384,-75.3536,PA,0.7167,1048.0,223.0,8792.0,24931.0,0.46545000000000003,0.9072,0.8351,0.0
King's College,41.2481,-75.8786,PA,0.7151,1048.0,1987.0,8792.0,24541.0,0.6577,0.766,0.2917,0.0332
Kittanning Beauty School,40.8138,-79.5201,PA,0.7167,1048.0,19.0,8792.0,18403.0,0.46545000000000003,0.5122,0.3415,0.0
Kutztown University of Pennsylvania,40.5137,-75.7854,PA,0.8179,959.0,8538.0,19518.0,18259.0,0.5482,0.7281,0.316,0.0554
La Roche College,40.5698,-80.012,PA,0.5565,931.0,1344.0,8792.0,17708.0,0.4558,0.7718,0.3833,0.1592
La Salle University,40.0385,-75.153,PA,0.8021,996.0,4228.0,8792.0,23787.0,0.6443,0.6918,0.3598,0.1632
Lackawanna College,41.4115,-75.6593,PA,0.7167,1048.0,1313.0,8792.0,14977.0,0.46545000000000003,0.7812,0.6032,0.2041
Lafayette College,40.7005,-75.2091,PA,0.3414,1283.0,2452.0,8792.0,30804.0,0.8832,0.4236,0.1065,0.0069
Lancaster Bible College,40.0744,-76.2878,PA,0.5813,982.0,1212.0,8792.0,18616.0,0.6952,0.667,0.4096,0.3284
Lancaster Theological Seminary,40.0458,-76.3179,PA,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Lancaster School of Cosmetology,40.0408,-76.2835,PA,0.7167,1048.0,195.0,8792.0,12992.0,0.46545000000000003,0.5595,0.3162,0.8667
Lansdale School of Business,40.2229,-75.2889,PA,0.7167,1048.0,382.0,8792.0,16889.0,0.46545000000000003,0.7849,0.4701,0.5131
Lansdale School of Cosmetology Inc,40.2433,-75.2862,PA,0.7167,1048.0,68.0,8792.0,12098.0,0.46545000000000003,0.3571,0.3333,0.5588
Lebanon Valley College,40.3317,-76.5138,PA,0.6686,1112.0,1698.0,8792.0,27239.0,0.7311,0.7317,0.2282,0.0318
Lehigh Carbon Community College,40.6639,-75.6119,PA,0.7167,1048.0,5986.0,5460.0,18259.0,0.46545000000000003,0.2727,0.3351,0.5763
Berks Technical Institute,40.343,-75.977,PA,0.7167,1048.0,976.0,8792.0,15359.0,0.46545000000000003,0.8606,0.768,0.2561
Lehigh University,40.6072,-75.3789,PA,0.3084,1322.0,4904.0,8792.0,29418.0,0.8584,0.4495,0.1472,0.0126
Levittown Beauty Academy,40.1772,-74.829,PA,0.7167,1048.0,84.0,8792.0,14324.0,0.46545000000000003,0.9304,0.8957,0.4167
Lincoln Technical Institute-Allentown,40.5919,-75.569,PA,0.7167,1048.0,568.0,8792.0,19304.0,0.46545000000000003,0.8251,0.7433,0.0
Lincoln Technical Institute-Philadelphia,40.0495,-74.9997,PA,0.7167,1048.0,273.0,8792.0,15128.0,0.46545000000000003,0.7956,0.7973,0.1978
Lincoln University of Pennsylvania,39.8077,-75.9283,PA,0.6133,853.0,1614.0,14754.0,18259.0,0.3984,0.8911,0.6429,0.0799
Lock Haven University,41.1421,-77.4636,PA,0.8777,937.0,4783.0,15151.0,18259.0,0.4733,0.7814,0.3919,0.06
St Margaret School of Nursing,40.4911,-79.864,PA,0.625,930.0,184.0,8792.0,18259.0,0.46545000000000003,0.2846,0.374,0.375
Lutheran Theological Seminary at Gettysburg,39.832,-77.2442,PA,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Lutheran Theological Seminary at Philadelphia,40.0616,-75.1915,PA,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Luzerne County Community College,41.1932,-75.9932,PA,0.7167,1048.0,6070.0,6104.0,18259.0,0.46545000000000003,0.2899,0.4105,0.4779
Lycoming College,41.2461,-77.0003,PA,0.7162,1047.0,1288.0,8792.0,21127.0,0.6391,0.7829,0.3264,0.0039
Erie Business Center-New Castle,40.9979,-80.3482,PA,0.9514,1048.0,78.0,8792.0,5439.0,0.46545000000000003,0.7903,0.871,0.2436
Manor College,40.0864,-75.1037,PA,0.455,830.0,816.0,8792.0,19354.0,0.46545000000000003,0.5432,0.4471,0.4277
Mansfield University of Pennsylvania,41.8077,-77.0753,PA,0.9229,964.0,2640.0,17045.0,18259.0,0.4962,0.7758,0.4394,0.0739
Marywood University,41.435,-75.634,PA,0.713,1050.0,2034.0,8792.0,22197.0,0.6511,0.7829,0.3528,0.0383
Vet Tech Institute,40.444,-80.0003,PA,0.7167,1048.0,385.0,8792.0,15286.0,0.46545000000000003,0.9199,0.4837,0.0
Roxborough Memorial Hospital School of Nursing,40.0293,-75.2113,PA,0.7167,1048.0,124.0,8792.0,18259.0,0.46545000000000003,0.8824,0.6324,0.0
Mercyhurst University,42.104,-80.0556,PA,0.7536,1064.0,2679.0,8792.0,20478.0,0.6047,0.7072,0.3155,0.0474
Messiah College,40.1587,-76.9885,PA,0.659,1154.0,2739.0,8792.0,24947.0,0.758,0.668,0.2044,0.0142
Metropolitan Career Center Computer Technology Institute,39.9507,-75.1644,PA,0.8462,1048.0,96.0,8792.0,26809.0,0.46545000000000003,0.9878,0.9878,0.4063
Millersville University of Pennsylvania,39.998,-76.3544,PA,0.7186,1014.0,7313.0,18021.0,18259.0,0.6078,0.6789,0.3148,0.1021
Misericordia University,41.3448,-75.971,PA,0.6489,1057.0,2362.0,8792.0,24452.0,0.6923,0.7211,0.2892,0.2422
Montgomery County Community College,40.1756,-75.2761,PA,0.7167,1048.0,11680.0,8478.0,18259.0,0.46545000000000003,0.2539,0.2598,0.6119
Moore College of Art and Design,39.9571,-75.1721,PA,0.5632,982.0,437.0,8792.0,29464.0,0.5758,0.8133,0.4336,0.0595
Moravian College,40.6309,-75.381,PA,0.7995,1048.0,1508.0,8792.0,24730.0,0.7406,0.7693,0.3028,0.063
Mount Aloysius College,40.4599,-78.6014,PA,0.6876,915.0,1571.0,8792.0,19648.0,0.37,0.7339,0.4285,0.2056
Muhlenberg College,40.5974,-75.509,PA,0.4616,1246.0,2357.0,8792.0,29528.0,0.8584,0.41,0.0784,0.0297
Kaplan Career Institute-Philadelphia,39.9546,-75.1845,PA,0.7167,1048.0,749.0,8792.0,22161.0,0.46545000000000003,0.6835,0.7423,0.0
Neumann University,39.8749,-75.4379,PA,0.5531,861.0,2462.0,8792.0,26156.0,0.5019,0.8048,0.3874,0.1633
New Castle School of Trades,41.0362,-80.4038,PA,1.0,1048.0,856.0,8792.0,9551.0,0.46545000000000003,0.5138,0.7023,0.0
Northampton County Area Community College,40.6725,-75.3235,PA,0.7167,1048.0,10114.0,6052.0,18259.0,0.46545000000000003,0.233,0.4036,0.54
Pittsburgh's Ohio Valley Hospital School of Nursing,40.4714,-80.0908,PA,0.7167,1048.0,75.0,8792.0,12329.0,0.46545000000000003,0.1884,0.058,0.4133
Orleans Technical Institute,40.0905,-75.0113,PA,0.7951,1048.0,548.0,8792.0,15907.0,0.46545000000000003,0.5329,0.6451,0.2774
Pennsylvania Academy of Cosmetology Arts and Sciences-Johnstown,40.2953,-78.8723,PA,0.7167,1048.0,53.0,8792.0,15026.0,0.46545000000000003,0.6629,0.7079,0.1698
Salus University,40.0858,-75.1281,PA,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Pennsylvania Institute of Technology,39.9083,-75.3889,PA,0.7167,1048.0,743.0,8792.0,14103.0,0.46545000000000003,0.7667,0.5531,0.362
Pennsylvania State University-Penn State Erie-Behrend College,42.1194,-79.9839,PA,0.6488,1087.0,3797.0,22461.0,18259.0,0.6995,0.7036,0.3156,0.0445
Pennsylvania State University-Penn State Great Valley,40.0528,-75.5213,PA,0.6488,1087.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Pennsylvania State University-College of Medicine,40.2636,-76.6756,PA,0.6488,1087.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
Pennsylvania State University-Penn State New Kensington,40.5538,-79.7033,PA,0.6488,1087.0,615.0,15104.0,18259.0,0.5369,0.6545,0.3371,0.174
Pennsylvania State University-Penn State Shenango,41.2349,-80.5082,PA,0.6488,1087.0,490.0,14244.0,18259.0,0.3134,0.7422,0.5467,0.3796
Pennsylvania State University-Penn State Wilkes-Barre,41.3065,-76.0172,PA,0.6488,1087.0,534.0,14309.0,18259.0,0.5029,0.6823,0.3355,0.0581
Pennsylvania State University-Penn State Worthington Scranton,41.4403,-75.6206,PA,0.6488,1087.0,1089.0,14410.0,18259.0,0.4608,0.7245,0.4652,0.1726
Pennsylvania State University-Penn State Lehigh Valley,40.5577,-75.4018,PA,0.6488,1087.0,788.0,13436.0,18259.0,0.5481,0.5832,0.3572,0.1091
Pennsylvania State University-Penn State Altoona,40.5407,-78.4091,PA,0.6488,1087.0,3779.0,22976.0,18259.0,0.688,0.715,0.3329,0.0466
Pennsylvania State University-Penn State Beaver,40.6783,-80.2962,PA,0.6488,1087.0,636.0,17232.0,18259.0,0.4333,0.6653,0.365,0.0362
Pennsylvania State University-Penn State Berks,40.358,-75.9721,PA,0.6488,1087.0,2573.0,20795.0,18259.0,0.5652,0.6832,0.3405,0.0828
Pennsylvania State University-Penn State Harrisburg,40.2052,-76.742,PA,0.6488,1087.0,3461.0,20547.0,18259.0,0.6086,0.6392,0.3456,0.1086
Pennsylvania State University-Penn State Brandywine,39.9284,-75.4478,PA,0.6488,1087.0,1327.0,13691.0,18259.0,0.441,0.6186,0.3403,0.1138
Pennsylvania State University-Penn State Dubois,41.1269,-78.7518,PA,0.6488,1087.0,591.0,15147.0,18259.0,0.5591,0.6989,0.4602,0.1049
Pennsylvania State University-Penn State Fayette- Eberly,39.9471,-79.6579,PA,0.6488,1087.0,762.0,12899.0,18259.0,0.4684,0.7439,0.4844,0.1601
Pennsylvania State University-Penn State Hazleton,40.9842,-76.0316,PA,0.6488,1087.0,918.0,19132.0,18259.0,0.536,0.7547,0.4557,0.0468
Pennsylvania State University-Main Campus,40.8007,-77.8616,PA,0.6488,1087.0,39460.0,27032.0,18259.0,0.8484,0.522,0.1768,0.0232
Pennsylvania State University-Penn State Greater Allegheny,40.3445,-79.8273,PA,0.6488,1087.0,588.0,16863.0,18259.0,0.4556,0.7543,0.5024,0.0595
Pennsylvania State University-Penn State Mont Alto,39.8419,-77.5441,PA,0.6488,1087.0,911.0,20426.0,18259.0,0.5199,0.6989,0.3888,0.2108
Pennsylvania State University-Penn State Abington,40.117,-75.1107,PA,0.6488,1087.0,3231.0,13276.0,18259.0,0.4803,0.6044,0.4156,0.1263
Pennsylvania State University-Penn State Schuylkill,40.6426,-76.1664,PA,0.6488,1087.0,796.0,17030.0,18259.0,0.4277,0.7716,0.5283,0.196
Pennsylvania State University-Penn State York,39.9523,-76.7028,PA,0.6488,1087.0,943.0,14717.0,18259.0,0.4954,0.5671,0.3143,0.1697
Pace Institute,40.3366,-75.9273,PA,0.7167,1048.0,65.0,8792.0,8894.0,0.46545000000000003,0.6773,0.8645,0.0
Peirce College,39.9455,-75.1663,PA,0.7167,1048.0,1754.0,8792.0,14798.0,0.2222,0.7461,0.5409,0.7959
Penn Commercial Business/Technical School,40.1697,-80.2457,PA,0.9524,1048.0,346.0,8792.0,26110.0,0.46545000000000003,0.9424,0.7853,0.0
Pennco Tech-Bristol,40.0982,-74.8689,PA,0.7167,1048.0,551.0,8792.0,14967.0,0.46545000000000003,0.6987,0.6855,0.3031
Pennsylvania Academy of Cosmetology Arts and Sciences-Du Bois,41.1189,-78.7621,PA,0.7167,1048.0,56.0,8792.0,12662.0,0.46545000000000003,0.6076,0.519,0.125
Pennsylvania Academy of the Fine Arts,39.9547,-75.1627,PA,0.8406,1048.0,198.0,8792.0,28679.0,0.6757,0.6635,0.4123,0.0404
Pennsylvania Gunsmith School,40.4967,-80.0686,PA,0.7167,1048.0,75.0,8792.0,20103.0,0.46545000000000003,0.4522,0.3739,0.0
Pennsylvania Institute of Taxidermy Inc,40.4646,-78.7559,PA,0.7167,1048.0,6.0,8792.0,44359.0,0.46545000000000003,0.72,0.36,0.0
Cortiva Institute-Pennsylvania School of Muscle Therapy,40.0806,-75.3784,PA,0.7167,1048.0,112.0,8792.0,16853.0,0.46545000000000003,0.5811,0.4189,0.4107
Pennsylvania College of Art and Design,40.0411,-76.3084,PA,0.3614,1048.0,222.0,8792.0,24304.0,0.5424,0.8898,0.3918,0.0631
University of Pennsylvania,39.951,-75.1936,PA,0.1224,1442.0,10606.0,8792.0,22948.0,0.9569,0.2328,0.1417,0.0437
Philadelphia University,40.0216,-75.1927,PA,0.6408,1062.0,2791.0,8792.0,25669.0,0.5827,0.7216,0.3026,0.0957
The University of the Arts,39.946,-75.1659,PA,0.7539,1010.0,1865.0,8792.0,32749.0,0.6378,0.6763,0.3185,0.0118
Cairn University-Langhorne,40.1658,-74.9095,PA,0.5131,1008.0,840.0,8792.0,18276.0,0.6988,0.8416,0.444,0.0726
Philadelphia College of Osteopathic Medicine,40.0063,-75.2142,PA,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,0.15034999999999998
